event_id,n_documents,n_filings,n_amendment_filings,n_initial_filings,has_amendment,forms,form_families,primary_form_family,entity_names,primary_entity,ciks,primary_cik,tickers,first_file_date,last_file_date,event_span_days,n_exhibits,n_primary_docs
001-33357,34,26,0,26,False,['8-K'],['current_report'],current_report,"['Protalix BioTherapeutics, Inc.']","Protalix BioTherapeutics, Inc.",['0001006281'],0001006281,['PLX'],2020-03-12,2025-03-17,1831,31,3
001-33365,5,4,0,4,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,"['CANTALOUPE, INC.' 'USA TECHNOLOGIES INC']","CANTALOUPE, INC.",['0000896429'],0000896429,['CTLP' 'CTLPP'],2020-06-03,2025-07-24,1877,3,2
001-33366,1,1,0,1,False,['8-K'],['current_report'],current_report,"['Cheniere Energy Partners, L.P.']","Cheniere Energy Partners, L.P.",['0001383650'],0001383650,['CQP'],2020-03-23,2020-03-23,0,1,0
001-33368,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['GLU MOBILE INC'],GLU MOBILE INC,['0001366246'],0001366246,[],2021-03-12,2021-03-25,13,0,2
001-33378,55,44,0,44,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['Discover Financial Services'],Discover Financial Services,['0000927628' '0001393612'],0000927628,['DFS'],2024-02-20,2025-02-10,356,11,44
001-33383,28,13,0,13,False,['8-K'],['current_report'],current_report,"['Super Micro Computer, Inc.']","Super Micro Computer, Inc.",['0001375365'],0001375365,['SMCI'],2024-02-22,2025-11-04,621,21,7
001-33384,6,6,0,6,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,"['ESSA Bancorp, Inc.']","ESSA Bancorp, Inc.",['0000736772' '0001382230'],0000736772,['ESSA'],2025-01-10,2025-04-15,95,0,6
001-33387,2,1,0,1,False,['8-K'],['current_report'],current_report,['GSI TECHNOLOGY INC'],GSI TECHNOLOGY INC,['0001126741'],0001126741,['GSIT'],2025-10-21,2025-10-21,0,2,0
001-33388,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['CAI International, Inc.']","CAI International, Inc.",['0001388430'],0001388430,[],2021-07-12,2021-08-04,23,0,2
001-33389,19,13,0,13,False,['8-K'],['current_report'],current_report,['VIVUS INC'],VIVUS INC,['0000881524'],0000881524,[],2020-01-07,2020-07-07,182,16,3
001-33393,1,1,0,1,False,['8-K'],['current_report'],current_report,['GENCO SHIPPING & TRADING LTD'],GENCO SHIPPING & TRADING LTD,['0001326200'],0001326200,['GNK'],2025-10-01,2025-10-01,0,1,0
001-33401,17,12,0,12,False,['8-K'],['current_report'],current_report,"['Cinemark Holdings, Inc.']","Cinemark Holdings, Inc.",['0000885975' '0001385280'],0000885975,['CNK'],2020-08-18,2025-11-05,1905,9,8
001-33404,13,4,0,4,False,['8-K'],['current_report'],current_report,"['WESTWATER RESOURCES, INC.']","WESTWATER RESOURCES, INC.",['0000839470'],0000839470,['WWR'],2020-05-22,2025-08-07,1903,11,2
001-33407,10,8,1,7,True,['8-K' '8-K/A' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy' 'other'],mixed,"['Isoray, Inc.' 'Perspective Therapeutics, Inc.']","Isoray, Inc.",['0000728387'],0000728387,['CATX'],2020-10-22,2024-04-16,1272,8,2
001-33409,2,2,0,2,False,['8-K'],['current_report'],current_report,"['T-Mobile US, Inc.']","T-Mobile US, Inc.",['0001283699'],0001283699,['TMUS'],2020-04-13,2022-09-15,885,2,0
001-33417,17,8,0,8,False,['8-K'],['current_report'],current_report,"['Ocean Power Technologies, Inc.']","Ocean Power Technologies, Inc.",['0001378140'],0001378140,['OPTT'],2023-06-30,2025-12-16,900,14,3
001-33459,1,1,0,1,False,['8-K'],['current_report'],current_report,"['Genesis Healthcare, Inc.']","Genesis Healthcare, Inc.",['0001351051'],0001351051,[],2021-03-12,2021-03-12,0,1,0
001-33462,51,42,1,41,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,['INSULET CORP'],INSULET CORP,['0001145197'],0001145197,['PODD'],2020-02-25,2025-11-06,2081,42,9
001-33472,69,58,2,56,True,['425' '8-K' '8-K/A' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy' 'other'],mixed,['TechTarget Inc' 'TechTarget Holdings Inc.'],TechTarget Inc,['0001293282' '0001343894'],0001293282,['TTGT'],2020-12-11,2024-12-03,1453,31,38
001-33480,2,2,0,2,False,['8-K'],['current_report'],current_report,['Clean Energy Fuels Corp.'],Clean Energy Fuels Corp.,['0001368265'],0001368265,['CLNE'],2021-04-19,2023-12-13,968,2,0
001-33486,97,68,1,67,True,['425' '8-K' '8-K/A' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy' 'other'],mixed,['Infinera Corp' 'INFINERA Corp'],Infinera Corp,['0000924613' '0001138639'],0000924613,['INFN'],2020-02-25,2025-02-28,1830,59,38
001-33493,23,20,0,20,False,['8-K'],['current_report'],current_report,"['GREENLIGHT CAPITAL RE, LTD.']","GREENLIGHT CAPITAL RE, LTD.",['0001385613'],0001385613,['GLRE'],2020-03-09,2023-11-08,1339,20,3
001-33497,7,7,0,7,False,['8-K'],['current_report'],current_report,"['AMICUS THERAPEUTICS, INC.']","AMICUS THERAPEUTICS, INC.",['0001178879'],0001178879,['FOLD'],2020-03-02,2023-05-12,1166,7,0
001-33500,5,5,0,5,False,['8-K'],['current_report'],current_report,['Jazz Pharmaceuticals plc'],Jazz Pharmaceuticals plc,['0001232524'],0001232524,['JAZZ'],2021-04-29,2024-11-26,1307,5,0
001-33503,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['Blueknight Energy Partners, L.P.']","Blueknight Energy Partners, L.P.",['0001392091'],0001392091,[],2022-06-01,2022-07-08,37,1,2
001-33508,43,28,1,27,True,['8-K' '8-K/A' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy' 'other'],mixed,"['Limelight Networks, Inc.' 'Edgio, Inc.']","Limelight Networks, Inc.",['0001391127'],0001391127,['EGIO'],2020-07-23,2024-09-09,1509,33,10
001-33520,46,30,0,30,False,['8-K'],['current_report'],current_report,"['COMSCORE, INC.']","COMSCORE, INC.",['0001158172'],0001158172,['SCOR'],2020-02-27,2025-12-31,2134,32,14
001-33522,18,7,0,7,False,['425' '8-K'],['business_combination_comms' 'current_report'],mixed,['SYNTHESIS ENERGY SYSTEMS INC'],SYNTHESIS ENERGY SYSTEMS INC,['0001375063'],0001375063,[],2020-02-21,2020-06-01,101,11,7
001-33526,4,4,0,4,False,['8-K'],['current_report'],current_report,['Neptune Wellness Solutions Inc.'],Neptune Wellness Solutions Inc.,['0001401395'],0001401395,['NEPTF'],2022-06-24,2023-09-27,460,4,0
001-33528,44,38,0,38,False,['8-K'],['current_report'],current_report,"['Opko Health, Inc.' 'OPKO HEALTH, INC.']","Opko Health, Inc.",['0000944809'],0000944809,['OPK'],2020-02-26,2025-10-29,2072,35,9
001-33531,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['AeroGrow International, Inc.']","AeroGrow International, Inc.",['0001316644'],0001316644,[],2020-12-04,2021-01-22,49,0,2
001-33549,15,4,0,4,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,['TIPTREE INC.'],TIPTREE INC.,['0001393726'],0001393726,['TIPT'],2021-10-12,2025-10-31,1480,12,3
001-33551,1,1,0,1,False,['8-K'],['current_report'],current_report,['Blackstone Inc.'],Blackstone Inc.,['0001393818'],0001393818,['BX'],2024-12-06,2024-12-06,0,1,0
001-33554,59,39,1,38,True,['8-K' '8-K/A' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy' 'other'],mixed,"['PROS Holdings, Inc.']","PROS Holdings, Inc.",['0001392972'],0001392972,['PRO'],2020-02-06,2025-12-09,2133,46,13
001-33560,15,7,0,7,False,['8-K'],['current_report'],current_report,['Capstone Holding Corp.'],Capstone Holding Corp.,['0000887151'],0000887151,['CAPS'],2025-08-04,2025-11-28,116,10,5
001-33567,17,12,1,11,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['Bridgeline Digital, Inc.']","Bridgeline Digital, Inc.",['0001378590'],0001378590,['BLIN'],2021-02-03,2025-03-25,1511,16,1
001-33579,34,19,0,19,False,['8-K'],['current_report'],current_report,"['InterDigital, Inc.']","InterDigital, Inc.",['0001405495'],0001405495,['IDCC'],2020-02-20,2025-10-30,2079,33,1
001-33582,40,33,0,33,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,"['SHYFT GROUP, INC.']","SHYFT GROUP, INC.",['0000743238' '0002048519'],0000743238,['SHYF'],2024-12-16,2025-07-14,210,7,33
001-33584,1,1,0,1,False,['8-K'],['current_report'],current_report,"['DHI GROUP, INC.']","DHI GROUP, INC.",['0001393883'],0001393883,['DHX'],2025-01-28,2025-01-28,0,1,0
001-33615,39,39,0,39,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['CONCHO RESOURCES INC'],CONCHO RESOURCES INC,['0001163165' '0001358071'],0001163165,[],2020-10-19,2021-01-15,88,0,39
001-33621,4,4,0,4,False,['425'],['business_combination_comms'],business_combination_comms,['ALEXCO RESOURCE CORP'],ALEXCO RESOURCE CORP,['0000719413' '0001364128'],0000719413,[],2022-07-05,2022-08-04,30,0,4
001-33622,63,62,0,62,False,['425' '8-K' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,"['VMWARE, INC.']","VMWARE, INC.",['0001124610' '0001730168'],0001124610,[],2021-04-14,2023-10-30,929,4,59
001-33624,21,14,0,14,False,['8-K'],['current_report'],current_report,"['Sintx Technologies, Inc.']","Sintx Technologies, Inc.",['0001269026'],0001269026,['SINT'],2020-02-07,2025-09-09,2041,19,2
001-33625,6,4,0,4,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,['VIRTUSA CORP'],VIRTUSA CORP,['0001207074'],0001207074,[],2020-09-11,2021-02-11,153,2,4
001-33627,6,6,0,6,False,['8-K'],['current_report'],current_report,"['TSS, Inc.']","TSS, Inc.",['0001320760'],0001320760,['TSSI'],2020-03-24,2025-08-15,1970,6,0
001-33632,34,34,0,34,False,['425'],['business_combination_comms'],business_combination_comms,['Brookfield Infrastructure Partners L.P.'],Brookfield Infrastructure Partners L.P.,['0001406234'],0001406234,['BIP' 'BIP-PA' 'BIP-PB' 'BIPH' 'BIPI' 'BIPJ' 'BRIPF'],2021-02-11,2021-09-07,208,0,34
001-33635,2,1,0,1,False,['8-K'],['current_report'],current_report,"['Gene Biotherapeutics, Inc.']","Gene Biotherapeutics, Inc.",['0000772320'],0000772320,[],2020-05-28,2020-05-28,0,1,1
001-33642,1,1,0,1,False,['8-K'],['current_report'],current_report,['MASIMO CORP'],MASIMO CORP,['0000937556'],0000937556,['MASI'],2022-09-09,2022-09-09,0,1,0
001-33647,29,27,0,27,False,['8-K'],['current_report'],current_report,['MERCADOLIBRE INC'],MERCADOLIBRE INC,['0001099590'],0001099590,['MELI'],2020-02-10,2023-11-01,1360,19,10
001-33650,14,13,1,12,True,['425' '8-K' '8-K/A'],['business_combination_comms' 'current_report' 'other'],mixed,"['CALADRIUS BIOSCIENCES, INC.' 'LISATA THERAPEUTICS, INC.']","CALADRIUS BIOSCIENCES, INC.",['0000320017'],0000320017,['LSTA'],2020-04-24,2022-10-04,893,6,8
001-33652,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['First Financial Northwest, Inc.']","First Financial Northwest, Inc.",['0001401564'],0001401564,['FFNW'],2024-04-19,2024-06-07,49,1,2
001-33659,9,9,0,9,False,['425'],['business_combination_comms'],business_combination_comms,['Cosan Ltd.'],Cosan Ltd.,['0001402902' '0001430162'],0001402902,[],2020-07-06,2020-12-17,164,0,9
001-33660,31,26,0,26,False,['8-K'],['current_report'],current_report,['CLEARONE INC'],CLEARONE INC,['0000840715'],0000840715,['CLRO'],2020-02-03,2025-07-03,1977,28,3
001-33662,4,4,0,4,False,['8-K'],['current_report'],current_report,['Forestar Group Inc.'],Forestar Group Inc.,['0001406587'],0001406587,['FOR'],2020-02-18,2025-01-22,1800,4,0
001-33664,26,14,1,13,True,['425' '8-K' '8-K/A' 'DEFM14A' 'PREM14A'],['business_combination_comms' 'current_report' 'merger_proxy' 'other'],mixed,"['CHARTER COMMUNICATIONS, INC. /MO/']","CHARTER COMMUNICATIONS, INC. /MO/",['0001091667' '0001271833' '0001271834' '0001611983'],0001091667,['CHTR'],2021-06-21,2025-08-18,1519,14,12
001-33672,59,36,1,35,True,['425' '8-K' '8-K/A'],['business_combination_comms' 'current_report' 'other'],mixed,"['Seneca Biopharma, Inc.' 'PALISADE BIO, INC.']","Seneca Biopharma, Inc.",['0001357459'],0001357459,['PALI'],2020-05-27,2024-12-16,1664,34,25
001-33675,14,9,0,9,False,['8-K'],['current_report'],current_report,"['Riot Platforms, Inc.']","Riot Platforms, Inc.",['0001167419'],0001167419,['RIOT'],2024-08-09,2025-07-31,356,9,5
001-33678,38,16,1,15,True,['8-K' '8-K/A' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy' 'other'],mixed,"['NovaBay Pharmaceuticals, Inc.']","NovaBay Pharmaceuticals, Inc.",['0001389545'],0001389545,['NBY'],2021-11-01,2025-10-22,1451,28,10
001-33706,5,4,0,4,False,['8-K'],['current_report'],current_report,['URANIUM ENERGY CORP'],URANIUM ENERGY CORP,['0001334933'],0001334933,['UEC'],2020-09-21,2025-09-02,1807,4,1
001-33708,12,12,0,12,False,['8-K'],['current_report'],current_report,['Philip Morris International Inc.'],Philip Morris International Inc.,['0001413329'],0001413329,['PM'],2020-02-11,2025-11-04,2093,2,10
001-33720,16,8,0,8,False,['8-K'],['current_report'],current_report,"['REMARK HOLDINGS, INC.']","REMARK HOLDINGS, INC.",['0001368365'],0001368365,['MARK'],2021-08-10,2024-08-19,1105,11,5
001-33741,4,3,0,3,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,['DallasNews Corp'],DallasNews Corp,['0001413898'],0001413898,['DALN'],2025-07-28,2025-08-15,18,2,2
001-33749,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['RETAIL OPPORTUNITY INVESTMENTS CORP'],RETAIL OPPORTUNITY INVESTMENTS CORP,['0001407623'],0001407623,['ROIC'],2024-12-23,2025-01-06,14,1,2
001-33761,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['Pzena Investment Management, Inc.']","Pzena Investment Management, Inc.",['0001399249'],0001399249,[],2022-08-22,2022-09-27,36,1,2
001-33764,1,1,0,1,False,['8-K'],['current_report'],current_report,"['Ulta Beauty, Inc.']","Ulta Beauty, Inc.",['0001403568'],0001403568,['ULTA'],2023-06-07,2023-06-07,0,1,0
001-33776,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['Resolute Forest Products Inc.'],Resolute Forest Products Inc.,['0001393066'],0001393066,[],2022-08-05,2022-09-20,46,1,2
001-33784,10,10,0,10,False,['8-K'],['current_report'],current_report,['SANDRIDGE ENERGY INC'],SANDRIDGE ENERGY INC,['0001349436'],0001349436,['SD'],2020-07-02,2024-11-07,1589,10,0
001-33794,10,6,0,6,False,['8-K' 'DEFM14A' 'PREM14A'],['current_report' 'merger_proxy'],mixed,"['Hillenbrand, Inc.']","Hillenbrand, Inc.",['0001417398'],0001417398,['HI'],2020-06-01,2025-12-01,2009,8,2
001-33796,9,3,0,3,False,['8-K'],['current_report'],current_report,['CHIMERA INVESTMENT CORP'],CHIMERA INVESTMENT CORP,['0001409493'],0001409493,['CIM' 'CIM-PA' 'CIM-PB' 'CIM-PC' 'CIM-PD' 'CIMN' 'CIMO'],2020-04-13,2020-06-10,58,8,1
001-33805,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['Sculptor Capital Management, Inc.']","Sculptor Capital Management, Inc.",['0001403256'],0001403256,[],2023-08-21,2023-10-12,52,1,2
001-33807,41,16,0,16,False,['425' '8-K'],['business_combination_comms' 'current_report'],mixed,['EchoStar CORP'],EchoStar CORP,['0001001082' '0001042642' '0001415404' '0001533758'],0001001082,['SATS'],2023-08-08,2025-09-08,762,26,15
001-33810,2,1,0,1,False,['8-K'],['current_report'],current_report,['AMERICAN PUBLIC EDUCATION INC'],AMERICAN PUBLIC EDUCATION INC,['0001201792'],0001201792,['APEI'],2020-10-29,2020-10-29,0,1,1
001-33816,12,5,0,5,False,['425' '8-K' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,"['Nuverra Environmental Solutions, Inc.']","Nuverra Environmental Solutions, Inc.",['0001403853' '0001693256'],0001403853,[],2020-12-21,2022-01-25,400,8,4
001-33818,5,3,0,3,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['ReShape Lifesciences Inc.'],ReShape Lifesciences Inc.,['0001371217' '0001427570'],0001371217,[],2021-01-20,2021-04-13,83,2,3
001-33824,26,26,0,26,False,['8-K'],['current_report'],current_report,"['Kennedy-Wilson Holdings, Inc.']","Kennedy-Wilson Holdings, Inc.",['0001408100'],0001408100,['KW'],2020-02-26,2025-11-05,2079,26,0
001-33829,3,2,0,2,False,['8-K'],['current_report'],current_report,['Keurig Dr Pepper Inc.'],Keurig Dr Pepper Inc.,['0001418135'],0001418135,['KDP'],2025-10-27,2025-10-30,3,2,1
001-33831,44,37,0,37,False,['425' '8-K' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,['Eagle Bulk Shipping Inc.'],Eagle Bulk Shipping Inc.,['0001322439' '0001386716'],0001322439,[],2020-03-04,2024-04-09,1497,25,19
001-33861,15,12,0,12,False,['8-K'],['current_report'],current_report,['MOTORCAR PARTS OF AMERICA INC'],MOTORCAR PARTS OF AMERICA INC,['0000918251'],0000918251,['MPAA'],2023-03-31,2025-11-10,955,14,1
001-33865,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['TRIPLE-S MANAGEMENT CORP'],TRIPLE-S MANAGEMENT CORP,['0001171662'],0001171662,[],2021-09-24,2021-11-04,41,0,2
001-33866,5,5,0,5,False,['8-K'],['current_report'],current_report,['Titan Machinery Inc.'],Titan Machinery Inc.,['0001409171'],0001409171,['TITN'],2020-03-26,2021-03-18,357,5,0
001-33876,8,7,0,7,False,['8-K'],['current_report'],current_report,"['ATHERSYS, INC / NEW']","ATHERSYS, INC / NEW",['0001368148'],0001368148,['ATHXQ'],2022-08-17,2023-10-12,421,7,1
001-33883,20,14,1,13,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['K12 INC' 'Stride, Inc.']",K12 INC,['0001157408'],0001157408,['LRN'],2020-04-10,2025-10-28,2027,17,3
001-33892,41,25,1,24,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['AMC ENTERTAINMENT HOLDINGS, INC.']","AMC ENTERTAINMENT HOLDINGS, INC.",['0001411579'],0001411579,['AMC'],2020-02-27,2024-07-22,1607,34,7
001-33899,89,41,1,40,True,['425' '8-K' '8-K/A'],['business_combination_comms' 'current_report' 'other'],mixed,"['DIGITAL ALLY, INC.' 'DIGITAL ALLY INC']","DIGITAL ALLY, INC.",['0001342958' '0001849058'],0001342958,['DGLY'],2020-04-06,2025-12-22,2086,68,21
001-33905,6,2,0,2,False,['8-K'],['current_report'],current_report,['UR-ENERGY INC'],UR-ENERGY INC,['0001375205'],0001375205,['URG'],2020-08-04,2025-12-15,1959,5,1
001-33909,9,9,0,9,False,['425'],['business_combination_comms'],business_combination_comms,['WisdomTree Continuous Commodity Index Fund'],WisdomTree Continuous Commodity Index Fund,['0001350487' '0001379606'],0001350487,[],2020-07-22,2020-11-13,114,0,9
001-33911,2,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['Emeren Group Ltd'],Emeren Group Ltd,['0001417892'],0001417892,['SOL'],2025-09-02,2025-10-14,42,0,2
001-33912,28,24,0,24,False,['425' 'DEFM14A'],['business_combination_comms' 'merger_proxy'],mixed,['ENTERPRISE BANCORP INC /MA/'],ENTERPRISE BANCORP INC /MA/,['0000776901' '0001018399'],0000776901,['EBTC'],2024-12-09,2025-06-25,198,4,24
001-33913,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['Quanex Building Products CORP'],Quanex Building Products CORP,['0001423221'],0001423221,['NX'],2024-05-17,2024-06-06,20,1,2
001-33926,1,1,0,1,False,['8-K'],['current_report'],current_report,['TRECORA RESOURCES'],TRECORA RESOURCES,['0000007039'],0000007039,[],2022-05-12,2022-05-12,0,1,0
001-33938,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,['TESSCO TECHNOLOGIES INC'],TESSCO TECHNOLOGIES INC,['0000927355'],0000927355,[],2023-05-23,2023-06-08,16,1,2
001-33957,2,1,0,1,False,['8-K'],['current_report'],current_report,['HARVARD BIOSCIENCE INC'],HARVARD BIOSCIENCE INC,['0001123494'],0001123494,['HBIO'],2025-12-17,2025-12-17,0,1,1
001-33958,12,12,1,11,True,['8-K' '8-K/A'],['current_report' 'other'],mixed,"['SELLAS Life Sciences Group, Inc.']","SELLAS Life Sciences Group, Inc.",['0001390478'],0001390478,['SLS'],2020-01-10,2025-10-27,2117,12,0
001-33961,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['Hill International, Inc.']","Hill International, Inc.",['0001287808'],0001287808,[],2022-09-14,2022-09-30,16,1,2
001-33962,110,99,0,99,False,['425' '8-K' 'DEFM14A'],['business_combination_comms' 'current_report' 'merger_proxy'],mixed,['COHERENT INC'],COHERENT INC,['0000021510' '0000820318' '0001049502' '0001633978'],0000021510,[],2021-01-19,2022-06-28,525,12,98
001-33977,30,26,0,26,False,['425' '8-K'],['business_combination_comms' 'current_report'],mixed,['VISA INC.'],VISA INC.,['0001403161'],0001403161,['V'],2020-10-28,2025-12-30,1889,12,18
001-33987,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['Heritage-Crystal Clean, Inc.']","Heritage-Crystal Clean, Inc.",['0001403431'],0001403431,[],2023-08-10,2023-08-31,21,1,2
001-33989,3,2,0,2,False,['DEFM14A' 'PREM14A'],['merger_proxy'],merger_proxy,"['LHC Group, Inc']","LHC Group, Inc",['0001303313'],0001303313,[],2022-04-29,2022-05-17,18,1,2
001-33997,4,2,0,2,False,['8-K'],['current_report'],current_report,"['Kandi Technologies Group, Inc.']","Kandi Technologies Group, Inc.",['0001316517'],0001316517,[],2020-11-10,2020-11-20,10,4,0
001-33999,48,36,0,36,False,['8-K'],['current_report'],current_report,"['NORTHERN OIL & GAS, INC.']","NORTHERN OIL & GAS, INC.",['0001104485'],0001104485,['NOG'],2020-02-21,2025-11-10,2089,40,8
001-34003,45,27,1,26,True,['425' '8-K' '8-K/A'],['business_combination_comms' 'current_report' 'other'],mixed,['TAKE TWO INTERACTIVE SOFTWARE INC'],TAKE TWO INTERACTIVE SOFTWARE INC,['0000946581'],0000946581,['TTWO'],2020-02-06,2025-11-06,2100,41,4
001-34018,6,6,0,6,False,['8-K'],['current_report'],current_report,['GRAN TIERRA ENERGY INC.'],GRAN TIERRA ENERGY INC.,['0001273441'],0001273441,['GTE'],2020-02-27,2023-05-05,1163,6,0
